sk_ato,documento_id,proposicao_id,comissao_sigla,marca,assinou,data_documento
118746,310453,151820,CAS,,0,2025-09-15
118747,310453,151820,CAS,,0,2025-09-15
118748,310453,151820,CAS,,0,2025-09-15
118749,85343,10249,CAS,favoravel,1,2023-08-23
118750,85343,10249,CAS,favoravel,1,2023-08-23
118751,85343,10249,CAS,favoravel,1,2023-08-23
118752,85343,10249,CAS,favoravel,1,2023-08-23
118753,85343,10249,CAS,,0,2023-08-23
118754,85343,10249,CAS,,0,2023-08-23
118755,85343,10249,CAS,,0,2023-08-23
118756,85343,10249,CAS,,0,2023-08-23
118757,85343,10249,CAS,,0,2023-08-23
118758,309499,22548,CTMU,favoravel,1,2025-09-10
118759,309499,22548,CTMU,,0,2025-09-10
118760,309499,22548,CTMU,,0,2025-09-10
118761,309499,22548,CTMU,favoravel,0,2025-09-10
118762,309499,22548,CTMU,favoravel,0,2025-09-10
118763,309499,22548,CTMU,,0,2025-09-10
118764,309499,22548,CTMU,,0,2025-09-10
118765,309499,22548,CTMU,,0,2025-09-10
118766,309499,22548,CTMU,,0,2025-09-10
118767,309499,22548,CTMU,,0,2025-09-10
118768,45573,7207,CAS,favoravel,0,2022-06-20
118769,45573,7207,CAS,favoravel,1,2022-06-20
118770,45573,7207,CAS,favoravel,1,2022-06-20
118771,45573,7207,CAS,favoravel,1,2022-06-20
118772,45573,7207,CAS,,0,2022-06-20
118773,45573,7207,CAS,,0,2022-06-20
118774,45573,7207,CAS,,0,2022-06-20
118775,45573,7207,CAS,,0,2022-06-20
118776,45573,7207,CAS,,0,2022-06-20
118777,341387,158701,CAF,favoravel,1,2026-08-18
118778,341387,158701,CAF,favoravel,0,2026-08-18
118779,341387,158701,CAF,favoravel,0,2026-08-18
118780,341387,158701,CAF,favoravel,0,2026-08-18
118781,341387,158701,CAF,,0,2026-08-18
118782,341387,158701,CAF,,0,2026-08-18
118783,341387,158701,CAF,,0,2026-08-18
118784,341387,158701,CAF,,0,2026-08-18
118785,341387,158701,CAF,,0,2026-08-18
118786,341387,158701,CAF,,0,2026-08-18
118787,341318,158701,CDESCTMAT,,0,2026-08-17
118788,341318,158701,CDESCTMAT,,0,2026-08-17
118789,341318,158701,CDESCTMAT,,0,2026-08-17
118790,341318,158701,CDESCTMAT,,0,2026-08-17
118791,341318,158701,CDESCTMAT,,0,2026-08-17
118792,341318,158701,CDESCTMAT,,0,2026-08-17
118793,341318,158701,CDESCTMAT,,0,2026-08-17
118794,341318,158701,CDESCTMAT,,0,2026-08-17
118795,341318,158701,CDESCTMAT,,0,2026-08-17
118796,341318,158701,CDESCTMAT,,0,2026-08-17
118797,329970,21124,CS,favoravel,1,2026-04-09
118798,329970,21124,CS,favoravel,0,2026-04-09
118799,329970,21124,CS,,0,2026-04-09
118800,329970,21124,CS,,0,2026-04-09
118801,329970,21124,CS,favoravel,0,2026-04-09
118802,329970,21124,CS,,0,2026-04-09
118803,329970,21124,CS,,0,2026-04-09
118804,329970,21124,CS,,0,2026-04-09
118805,329970,21124,CS,,0,2026-04-09
118806,329970,21124,CS,,0,2026-04-09
118807,330007,154929,CS,favoravel,1,2026-04-09
118808,330007,154929,CS,favoravel,0,2026-04-09
118809,330007,154929,CS,,0,2026-04-09
118810,330007,154929,CS,,0,2026-04-09
118811,330007,154929,CS,favoravel,0,2026-04-09
118812,330007,154929,CS,,0,2026-04-09
118813,330007,154929,CS,,0,2026-04-09
118814,330007,154929,CS,,0,2026-04-09
118815,330007,154929,CS,,0,2026-04-09
118816,330007,154929,CS,,0,2026-04-09
118817,342127,158499,CDESCTMAT,favoravel,0,2026-09-01
118818,342127,158499,CDESCTMAT,favoravel,0,2026-09-01
118819,342127,158499,CDESCTMAT,favoravel,0,2026-09-01
118820,342127,158499,CDESCTMAT,favoravel,0,2026-09-01
118821,342127,158499,CDESCTMAT,favoravel,0,2026-09-01
118822,342127,158499,CDESCTMAT,,0,2026-09-01
118823,342127,158499,CDESCTMAT,,0,2026-09-01
118824,342127,158499,CDESCTMAT,,0,2026-09-01
118825,342127,158499,CDESCTMAT,,0,2026-09-01
118826,342127,158499,CDESCTMAT,,0,2026-09-01
118827,292557,150657,CDDHCLP,favoravel,1,2025-04-08
118828,292557,150657,CDDHCLP,favoravel,0,2025-04-08
118829,292557,150657,CDDHCLP,,0,2025-04-08
118830,292557,150657,CDDHCLP,,0,2025-04-08
118831,292557,150657,CDDHCLP,favoravel,0,2025-04-08
118832,292557,150657,CDDHCLP,,0,2025-04-08
118833,292557,150657,CDDHCLP,,0,2025-04-08
118834,292557,150657,CDDHCLP,,0,2025-04-08
118835,292557,150657,CDDHCLP,,0,2025-04-08
118836,292557,150657,CDDHCLP,,0,2025-04-08
118837,124630,19603,CS,favoravel,1,2024-06-12
118838,124630,19603,CS,favoravel,1,2024-06-12
118839,124630,19603,CS,favoravel,1,2024-06-12
118840,124630,19603,CS,,0,2024-06-12
118841,124630,19603,CS,,0,2024-06-12
118842,124630,19603,CS,,0,2024-06-12
118843,124630,19603,CS,,0,2024-06-12
118844,124630,19603,CS,,0,2024-06-12
118845,124630,19603,CS,,0,2024-06-12
118846,124630,19603,CS,,0,2024-06-12
118847,331022,155014,CDC,,0,2026-04-23
118848,331022,155014,CDC,,0,2026-04-23
118849,331022,155014,CDC,,0,2026-04-23
118850,331022,155014,CDC,,0,2026-04-23
118851,331022,155014,CDC,,0,2026-04-23
118852,331022,155014,CDC,,0,2026-04-23
118853,331022,155014,CDC,,0,2026-04-23
118854,331022,155014,CDC,,0,2026-04-23
118855,331022,155014,CDC,,0,2026-04-23
118856,331022,155014,CDC,,0,2026-04-23
118857,334051,156888,CSA,favoravel,0,2026-05-26
118858,334051,156888,CSA,,0,2026-05-26
118859,334051,156888,CSA,,0,2026-05-26
118860,334051,156888,CSA,favoravel,0,2026-05-26
118861,334051,156888,CSA,,0,2026-05-26
118862,334051,156888,CSA,,0,2026-05-26
118863,334051,156888,CSA,,0,2026-05-26
118864,334051,156888,CSA,,0,2026-05-26
118865,334051,156888,CSA,,0,2026-05-26
118866,335457,157298,CAS,,0,2026-06-08
118867,335457,157298,CAS,,0,2026-06-08
118868,335457,157298,CAS,,0,2026-06-08
118869,335457,157298,CAS,,0,2026-06-08
118870,335457,157298,CAS,,0,2026-06-08
118871,335457,157298,CAS,,0,2026-06-08
118872,335457,157298,CAS,,0,2026-06-08
118873,335457,157298,CAS,,0,2026-06-08
118874,335457,157298,CAS,,0,2026-06-08
118875,335457,157298,CAS,,0,2026-06-08
118876,330001,154751,CS,favoravel,1,2026-04-09
118877,330001,154751,CS,favoravel,0,2026-04-09
118878,330001,154751,CS,,0,2026-04-09
118879,330001,154751,CS,,0,2026-04-09
118880,330001,154751,CS,favoravel,0,2026-04-09
118881,330001,154751,CS,,0,2026-04-09
118882,330001,154751,CS,,0,2026-04-09
118883,330001,154751,CS,,0,2026-04-09
118884,330001,154751,CS,,0,2026-04-09
118885,330001,154751,CS,,0,2026-04-09
118886,325853,153953,CAS,favoravel,1,2026-03-02
118887,325853,153953,CAS,favoravel,0,2026-03-02
118888,325853,153953,CAS,,0,2026-03-02
118889,325853,153953,CAS,favoravel,0,2026-03-02
118890,325853,153953,CAS,,0,2026-03-02
118891,325853,153953,CAS,,0,2026-03-02
118892,325853,153953,CAS,,0,2026-03-02
118893,325853,153953,CAS,,0,2026-03-02
118894,325853,153953,CAS,,0,2026-03-02
118895,325853,153953,CAS,,0,2026-03-02
118896,307349,153752,CSA,favoravel,0,2025-08-28
118897,307349,153752,CSA,,0,2025-08-28
118898,307349,153752,CSA,favoravel,0,2025-08-28
118899,307349,153752,CSA,favoravel,0,2025-08-28
118900,307349,153752,CSA,,0,2025-08-28
118901,307349,153752,CSA,,0,2025-08-28
118902,307349,153752,CSA,,0,2025-08-28
118903,307349,153752,CSA,,0,2025-08-28
118904,307349,153752,CSA,,0,2025-08-28
118905,83240,14494,CS,favoravel,1,2023-08-08
118906,83240,14494,CS,,0,2023-08-08
118907,83240,14494,CS,favoravel,1,2023-08-08
118908,83240,14494,CS,,0,2023-08-08
118909,83240,14494,CS,favoravel,1,2023-08-08
118910,83240,14494,CS,,0,2023-08-08
118911,83240,14494,CS,,0,2023-08-08
118912,83240,14494,CS,,0,2023-08-08
118913,83240,14494,CS,,0,2023-08-08
118914,83240,14494,CS,,0,2023-08-08
118915,342306,157885,CTMU,favoravel,1,2026-09-04
118916,342306,157885,CTMU,favoravel,0,2026-09-04
118917,342306,157885,CTMU,favoravel,0,2026-09-04
118918,342306,157885,CTMU,favoravel,0,2026-09-04
118919,342306,157885,CTMU,favoravel,0,2026-09-04
118920,342306,157885,CTMU,,0,2026-09-04
118921,342306,157885,CTMU,,0,2026-09-04
118922,342306,157885,CTMU,,0,2026-09-04
118923,342306,157885,CTMU,,0,2026-09-04
118924,342306,157885,CTMU,,0,2026-09-04
118925,321769,154863,CSA,favoravel,0,2025-12-05
118926,321769,154863,CSA,favoravel,0,2025-12-05
118927,321769,154863,CSA,favoravel,0,2025-12-05
118928,321769,154863,CSA,favoravel,0,2025-12-05
118929,321769,154863,CSA,,0,2025-12-05
118930,321769,154863,CSA,,0,2025-12-05
118931,321769,154863,CSA,,0,2025-12-05
118932,321769,154863,CSA,,0,2025-12-05
118933,321769,154863,CSA,,0,2025-12-05
118934,68863,12281,CS,favoravel,1,2023-04-24
118935,68863,12281,CS,favoravel,1,2023-04-24
118936,68863,12281,CS,,0,2023-04-24
118937,68863,12281,CS,,0,2023-04-24
118938,68863,12281,CS,,0,2023-04-24
118939,68863,12281,CS,,0,2023-04-24
118940,68863,12281,CS,,0,2023-04-24
118941,68863,12281,CS,favoravel,1,2023-04-24
118942,68863,12281,CS,,0,2023-04-24
118943,68863,12281,CS,,0,2023-04-24
118944,289722,150176,CAS,favoravel,0,2025-03-14
118945,289722,150176,CAS,favoravel,0,2025-03-14
118946,289722,150176,CAS,,0,2025-03-14
118947,289722,150176,CAS,favoravel,0,2025-03-14
118948,289722,150176,CAS,,0,2025-03-14
118949,289722,150176,CAS,,0,2025-03-14
118950,289722,150176,CAS,,0,2025-03-14
118951,289722,150176,CAS,,0,2025-03-14
118952,289722,150176,CAS,,0,2025-03-14
118953,289722,150176,CAS,,0,2025-03-14
118954,290379,150176,CAS,favoravel,1,2025-03-20
118955,290379,150176,CAS,favoravel,0,2025-03-20
118956,290379,150176,CAS,,0,2025-03-20
118957,290379,150176,CAS,favoravel,0,2025-03-20
118958,290379,150176,CAS,,0,2025-03-20
118959,290379,150176,CAS,,0,2025-03-20
118960,290379,150176,CAS,,0,2025-03-20
118961,290379,150176,CAS,,0,2025-03-20
118962,290379,150176,CAS,,0,2025-03-20
118963,290379,150176,CAS,,0,2025-03-20
118964,306996,150176,CCJ,favoravel,0,2025-08-25
118965,306996,150176,CCJ,favoravel,0,2025-08-25
118966,306996,150176,CCJ,favoravel,0,2025-08-25
118967,306996,150176,CCJ,favoravel,0,2025-08-25
118968,306996,150176,CCJ,,0,2025-08-25
118969,306996,150176,CCJ,,0,2025-08-25
118970,306996,150176,CCJ,,0,2025-08-25
118971,306996,150176,CCJ,,0,2025-08-25
118972,306996,150176,CCJ,,0,2025-08-25
118973,306996,150176,CCJ,,0,2025-08-25
118974,136660,21622,CDDHCLP,favoravel,1,2024-10-15
118975,136660,21622,CDDHCLP,favoravel,1,2024-10-15
118976,136660,21622,CDDHCLP,,0,2024-10-15
118977,136660,21622,CDDHCLP,,0,2024-10-15
118978,136660,21622,CDDHCLP,favoravel,1,2024-10-15
118979,136660,21622,CDDHCLP,,0,2024-10-15
118980,136660,21622,CDDHCLP,,0,2024-10-15
118981,136660,21622,CDDHCLP,,0,2024-10-15
118982,136660,21622,CDDHCLP,,0,2024-10-15
118983,136660,21622,CDDHCLP,,0,2024-10-15
118984,343130,158639,CSA,favoravel,0,2026-09-10
118985,343130,158639,CSA,favoravel,0,2026-09-10
118986,343130,158639,CSA,favoravel,0,2026-09-10
118987,343130,158639,CSA,favoravel,0,2026-09-10
118988,343130,158639,CSA,favoravel,0,2026-09-10
118989,343130,158639,CSA,,0,2026-09-10
118990,343130,158639,CSA,,0,2026-09-10
118991,343130,158639,CSA,,0,2026-09-10
118992,343130,158639,CSA,,0,2026-09-10
118993,343130,158639,CSA,,0,2026-09-10
118994,295897,11245,CSA,favoravel,0,2025-05-13
118995,295897,11245,CSA,,0,2025-05-13
118996,295897,11245,CSA,favoravel,0,2025-05-13
118997,295897,11245,CSA,favoravel,0,2025-05-13
118998,295897,11245,CSA,,0,2025-05-13
118999,295897,11245,CSA,,0,2025-05-13
119000,295897,11245,CSA,,0,2025-05-13
119001,295897,11245,CSA,,0,2025-05-13
119002,295897,11245,CSA,,0,2025-05-13
119003,129116,17406,CTMU,favoravel,1,2024-08-21
119004,129116,17406,CTMU,favoravel,1,2024-08-21
119005,129116,17406,CTMU,favoravel,1,2024-08-21
119006,129116,17406,CTMU,,0,2024-08-21
119007,129116,17406,CTMU,favoravel,1,2024-08-21
119008,129116,17406,CTMU,,0,2024-08-21
119009,129116,17406,CTMU,,0,2024-08-21
119010,129116,17406,CTMU,,0,2024-08-21
119011,129116,17406,CTMU,,0,2024-08-21
119012,129116,17406,CTMU,,0,2024-08-21
119013,89603,12449,CFGTC,favoravel,1,2023-09-11
119014,89603,12449,CFGTC,,0,2023-09-11
119015,89603,12449,CFGTC,,0,2023-09-11
119016,89603,12449,CFGTC,favoravel,1,2023-09-11
119017,89603,12449,CFGTC,favoravel,1,2023-09-11
119018,89603,12449,CFGTC,,0,2023-09-11
119019,89603,12449,CFGTC,,0,2023-09-11
119020,89603,12449,CFGTC,,0,2023-09-11
119021,89603,12449,CFGTC,,0,2023-09-11
119022,103994,12449,CCJ,favoravel,1,2023-11-21
119023,103994,12449,CCJ,,0,2023-11-21
119024,103994,12449,CCJ,favoravel,1,2023-11-21
119025,103994,12449,CCJ,favoravel,1,2023-11-21
119026,103994,12449,CCJ,,0,2023-11-21
119027,103994,12449,CCJ,,0,2023-11-21
119028,103994,12449,CCJ,,0,2023-11-21
119029,103994,12449,CCJ,,0,2023-11-21
119030,103994,12449,CCJ,,0,2023-11-21
119031,103994,12449,CCJ,,0,2023-11-21
119032,45566,7190,CAS,favoravel,0,2022-06-20
119033,45566,7190,CAS,favoravel,1,2022-06-20
119034,45566,7190,CAS,favoravel,1,2022-06-20
119035,45566,7190,CAS,favoravel,1,2022-06-20
119036,45566,7190,CAS,,0,2022-06-20
119037,45566,7190,CAS,,0,2022-06-20
119038,45566,7190,CAS,,0,2022-06-20
119039,45566,7190,CAS,,0,2022-06-20
119040,45566,7190,CAS,,0,2022-06-20
119041,277225,22504,CAS,favoravel,0,2024-11-11
119042,277225,22504,CAS,favoravel,1,2024-11-11
119043,277225,22504,CAS,,0,2024-11-11
119044,277225,22504,CAS,,0,2024-11-11
119045,277225,22504,CAS,,0,2024-11-11
119046,277225,22504,CAS,,0,2024-11-11
119047,277225,22504,CAS,,0,2024-11-11
119048,277225,22504,CAS,,0,2024-11-11
119049,277225,22504,CAS,,0,2024-11-11
119050,137370,20525,CS,favoravel,1,2024-10-16
119051,137370,20525,CS,favoravel,1,2024-10-16
119052,137370,20525,CS,,0,2024-10-16
119053,137370,20525,CS,,0,2024-10-16
119054,137370,20525,CS,favoravel,1,2024-10-16
119055,137370,20525,CS,,0,2024-10-16
119056,137370,20525,CS,,0,2024-10-16
119057,137370,20525,CS,,0,2024-10-16
119058,137370,20525,CS,,0,2024-10-16
119059,137370,20525,CS,,0,2024-10-16
119060,110514,17985,CAS,,0,2024-02-19
119061,110514,17985,CAS,favoravel,1,2024-02-19
119062,110514,17985,CAS,,0,2024-02-19
119063,110514,17985,CAS,favoravel,1,2024-02-19
119064,110514,17985,CAS,,0,2024-02-19
119065,110514,17985,CAS,,0,2024-02-19
119066,110514,17985,CAS,,0,2024-02-19
119067,110514,17985,CAS,,0,2024-02-19
119068,110514,17985,CAS,,0,2024-02-19
119069,320459,154847,CDC,favoravel,1,2025-11-27
119070,320459,154847,CDC,favoravel,1,2025-11-27
119071,320459,154847,CDC,favoravel,1,2025-11-27
119072,320459,154847,CDC,,0,2025-11-27
119073,320459,154847,CDC,,0,2025-11-27
119074,320459,154847,CDC,,0,2025-11-27
119075,320459,154847,CDC,,0,2025-11-27
119076,320459,154847,CDC,,0,2025-11-27
119077,320459,154847,CDC,,0,2025-11-27
119078,320459,154847,CDC,,0,2025-11-27
119079,334060,154847,CSA,favoravel,0,2026-05-26
119080,334060,154847,CSA,,0,2026-05-26
119081,334060,154847,CSA,,0,2026-05-26
119082,334060,154847,CSA,favoravel,0,2026-05-26
119083,334060,154847,CSA,,0,2026-05-26
119084,334060,154847,CSA,,0,2026-05-26
119085,334060,154847,CSA,,0,2026-05-26
119086,334060,154847,CSA,,0,2026-05-26
119087,334060,154847,CSA,,0,2026-05-26
119088,110802,17960,CAS,,0,2024-02-21
119089,110802,17960,CAS,favoravel,1,2024-02-21
119090,110802,17960,CAS,,0,2024-02-21
119091,110802,17960,CAS,favoravel,1,2024-02-21
119092,110802,17960,CAS,,0,2024-02-21
119093,110802,17960,CAS,,0,2024-02-21
119094,110802,17960,CAS,,0,2024-02-21
119095,110802,17960,CAS,,0,2024-02-21
119096,110802,17960,CAS,,0,2024-02-21
119097,321780,154950,CSA,favoravel,0,2025-12-05
119098,321780,154950,CSA,favoravel,0,2025-12-05
119099,321780,154950,CSA,favoravel,0,2025-12-05
119100,321780,154950,CSA,favoravel,0,2025-12-05
119101,321780,154950,CSA,,0,2025-12-05
119102,321780,154950,CSA,,0,2025-12-05
119103,321780,154950,CSA,,0,2025-12-05
119104,321780,154950,CSA,,0,2025-12-05
119105,321780,154950,CSA,,0,2025-12-05
119106,307072,150899,CSA,favoravel,0,2025-08-26
119107,307072,150899,CSA,,0,2025-08-26
119108,307072,150899,CSA,favoravel,0,2025-08-26
119109,307072,150899,CSA,favoravel,0,2025-08-26
119110,307072,150899,CSA,,0,2025-08-26
119111,307072,150899,CSA,,0,2025-08-26
119112,307072,150899,CSA,,0,2025-08-26
119113,307072,150899,CSA,,0,2025-08-26
119114,307072,150899,CSA,,0,2025-08-26
119115,79975,11328,CDESCTMAT,favoravel,1,2023-06-23
119116,79975,11328,CDESCTMAT,,0,2023-06-23
119117,79975,11328,CDESCTMAT,favoravel,1,2023-06-23
119118,79975,11328,CDESCTMAT,favoravel,1,2023-06-23
119119,79975,11328,CDESCTMAT,,0,2023-06-23
119120,79975,11328,CDESCTMAT,,0,2023-06-23
119121,79975,11328,CDESCTMAT,,0,2023-06-23
119122,79975,11328,CDESCTMAT,,0,2023-06-23
119123,79975,11328,CDESCTMAT,,0,2023-06-23
119124,79975,11328,CDESCTMAT,,0,2023-06-23
119125,310078,11328,CAS,favoravel,0,2025-09-15
119126,310078,11328,CAS,favoravel,0,2025-09-15
119127,310078,11328,CAS,,0,2025-09-15
119128,310078,11328,CAS,,0,2025-09-15
119129,310078,11328,CAS,favoravel,0,2025-09-15
119130,310078,11328,CAS,,0,2025-09-15
119131,310078,11328,CAS,,0,2025-09-15
119132,310078,11328,CAS,,0,2025-09-15
119133,310078,11328,CAS,,0,2025-09-15
119134,310078,11328,CAS,,0,2025-09-15
119135,123839,19956,CFGTC,favoravel,1,2024-06-04
119136,123839,19956,CFGTC,,0,2024-06-04
119137,123839,19956,CFGTC,,0,2024-06-04
119138,123839,19956,CFGTC,favoravel,1,2024-06-04
119139,123839,19956,CFGTC,,0,2024-06-04
119140,123839,19956,CFGTC,,0,2024-06-04
119141,123839,19956,CFGTC,favoravel,1,2024-06-04
119142,123839,19956,CFGTC,,0,2024-06-04
119143,123839,19956,CFGTC,,0,2024-06-04
119144,277218,22268,CAS,favoravel,0,2024-11-11
119145,277218,22268,CAS,favoravel,1,2024-11-11
119146,277218,22268,CAS,,0,2024-11-11
119147,277218,22268,CAS,,0,2024-11-11
119148,277218,22268,CAS,,0,2024-11-11
119149,277218,22268,CAS,,0,2024-11-11
119150,277218,22268,CAS,,0,2024-11-11
119151,277218,22268,CAS,,0,2024-11-11
119152,277218,22268,CAS,,0,2024-11-11
119153,98249,16327,CS,favoravel,1,2023-10-23
119154,98249,16327,CS,favoravel,1,2023-10-23
119155,98249,16327,CS,favoravel,1,2023-10-23
119156,98249,16327,CS,,0,2023-10-23
119157,98249,16327,CS,,0,2023-10-23
119158,98249,16327,CS,,0,2023-10-23
119159,98249,16327,CS,,0,2023-10-23
119160,98249,16327,CS,,0,2023-10-23
119161,98249,16327,CS,,0,2023-10-23
119162,98249,16327,CS,,0,2023-10-23
119163,114498,16293,CEC,favoravel,1,2024-03-15
119164,114498,16293,CEC,favoravel,1,2024-03-15
119165,114498,16293,CEC,favoravel,1,2024-03-15
119166,114498,16293,CEC,,0,2024-03-15
119167,114498,16293,CEC,,0,2024-03-15
119168,114498,16293,CEC,,0,2024-03-15
119169,114498,16293,CEC,,0,2024-03-15
119170,114498,16293,CEC,,0,2024-03-15
119171,114498,16293,CEC,,0,2024-03-15
119172,326933,16293,CCJ,favoravel,0,2026-03-17
119173,326933,16293,CCJ,favoravel,0,2026-03-17
119174,326933,16293,CCJ,favoravel,0,2026-03-17
119175,326933,16293,CCJ,favoravel,0,2026-03-17
119176,326933,16293,CCJ,,0,2026-03-17
119177,326933,16293,CCJ,,0,2026-03-17
119178,326933,16293,CCJ,,0,2026-03-17
119179,326933,16293,CCJ,,0,2026-03-17
119180,326933,16293,CCJ,,0,2026-03-17
119181,326933,16293,CCJ,,0,2026-03-17
119182,137416,21761,CAS,favoravel,0,2024-10-16
119183,137416,21761,CAS,favoravel,1,2024-10-16
119184,137416,21761,CAS,,0,2024-10-16
119185,137416,21761,CAS,favoravel,1,2024-10-16
119186,137416,21761,CAS,,0,2024-10-16
119187,137416,21761,CAS,,0,2024-10-16
119188,137416,21761,CAS,,0,2024-10-16
119189,137416,21761,CAS,,0,2024-10-16
119190,137416,21761,CAS,,0,2024-10-16
119191,137097,9103,CS,favoravel,1,2024-10-15
119192,137097,9103,CS,favoravel,1,2024-10-15
119193,137097,9103,CS,,0,2024-10-15
119194,137097,9103,CS,,0,2024-10-15
119195,137097,9103,CS,favoravel,1,2024-10-15
119196,137097,9103,CS,,0,2024-10-15
119197,137097,9103,CS,,0,2024-10-15
119198,137097,9103,CS,,0,2024-10-15
119199,137097,9103,CS,,0,2024-10-15
119200,137097,9103,CS,,0,2024-10-15
119201,306250,152769,CDDHCLP,favoravel,1,2025-08-15
119202,306250,152769,CDDHCLP,,0,2025-08-15
119203,306250,152769,CDDHCLP,favoravel,0,2025-08-15
119204,306250,152769,CDDHCLP,favoravel,0,2025-08-15
119205,306250,152769,CDDHCLP,favoravel,0,2025-08-15
119206,306250,152769,CDDHCLP,,0,2025-08-15
119207,306250,152769,CDDHCLP,,0,2025-08-15
119208,306250,152769,CDDHCLP,,0,2025-08-15
119209,306250,152769,CDDHCLP,,0,2025-08-15
119210,306250,152769,CDDHCLP,,0,2025-08-15
119211,36192,6277,CEC,favoravel,0,2022-03-17
119212,36192,6277,CEC,favoravel,0,2022-03-17
119213,36192,6277,CEC,favoravel,0,2022-03-17
119214,36192,6277,CEC,,0,2022-03-17
119215,36192,6277,CEC,favoravel,0,2022-03-17
119216,36192,6277,CEC,,0,2022-03-17
119217,36192,6277,CEC,,0,2022-03-17
119218,36192,6277,CEC,,0,2022-03-17
119219,36192,6277,CEC,,0,2022-03-17
119220,60217,6277,CAS,favoravel,1,2023-03-01
119221,60217,6277,CAS,favoravel,1,2023-03-01
119222,60217,6277,CAS,,0,2023-03-01
119223,60217,6277,CAS,favoravel,1,2023-03-01
119224,60217,6277,CAS,,0,2023-03-01
119225,60217,6277,CAS,,0,2023-03-01
119226,60217,6277,CAS,,0,2023-03-01
119227,60217,6277,CAS,,0,2023-03-01
119228,60217,6277,CAS,,0,2023-03-01
119229,79670,6277,CCJ,favoravel,1,2023-06-21
119230,79670,6277,CCJ,favoravel,1,2023-06-21
119231,79670,6277,CCJ,favoravel,1,2023-06-21
119232,79670,6277,CCJ,favoravel,1,2023-06-21
119233,79670,6277,CCJ,favoravel,1,2023-06-21
119234,79670,6277,CCJ,,0,2023-06-21
119235,79670,6277,CCJ,,0,2023-06-21
119236,79670,6277,CCJ,,0,2023-06-21
119237,79670,6277,CCJ,,0,2023-06-21
119238,79670,6277,CCJ,,0,2023-06-21
119239,342007,158937,CDESCTMAT,favoravel,0,2026-09-01
119240,342007,158937,CDESCTMAT,favoravel,0,2026-09-01
119241,342007,158937,CDESCTMAT,favoravel,0,2026-09-01
119242,342007,158937,CDESCTMAT,favoravel,0,2026-09-01
119243,342007,158937,CDESCTMAT,favoravel,0,2026-09-01
119244,342007,158937,CDESCTMAT,,0,2026-09-01
119245,342007,158937,CDESCTMAT,,0,2026-09-01
119246,342007,158937,CDESCTMAT,,0,2026-09-01
119247,342007,158937,CDESCTMAT,,0,2026-09-01
119248,342007,158937,CDESCTMAT,,0,2026-09-01
119249,111879,7843,CTMU,favoravel,1,2024-02-28
119250,111879,7843,CTMU,favoravel,1,2024-02-28
119251,111879,7843,CTMU,favoravel,1,2024-02-28
119252,111879,7843,CTMU,,0,2024-02-28
119253,111879,7843,CTMU,favoravel,1,2024-02-28
119254,111879,7843,CTMU,,0,2024-02-28
119255,111879,7843,CTMU,,0,2024-02-28
119256,111879,7843,CTMU,,0,2024-02-28
119257,111879,7843,CTMU,,0,2024-02-28
119258,136235,7843,CAS,favoravel,0,2024-10-14
119259,136235,7843,CAS,favoravel,1,2024-10-14
119260,136235,7843,CAS,,0,2024-10-14
119261,136235,7843,CAS,favoravel,1,2024-10-14
119262,136235,7843,CAS,,0,2024-10-14
119263,136235,7843,CAS,,0,2024-10-14
119264,136235,7843,CAS,,0,2024-10-14
119265,136235,7843,CAS,,0,2024-10-14
119266,136235,7843,CAS,,0,2024-10-14
119267,342022,158861,CDESCTMAT,favoravel,0,2026-09-01
119268,342022,158861,CDESCTMAT,favoravel,0,2026-09-01
119269,342022,158861,CDESCTMAT,favoravel,0,2026-09-01
119270,342022,158861,CDESCTMAT,favoravel,0,2026-09-01
119271,342022,158861,CDESCTMAT,favoravel,0,2026-09-01
119272,342022,158861,CDESCTMAT,,0,2026-09-01
119273,342022,158861,CDESCTMAT,,0,2026-09-01
119274,342022,158861,CDESCTMAT,,0,2026-09-01
119275,342022,158861,CDESCTMAT,,0,2026-09-01
119276,342022,158861,CDESCTMAT,,0,2026-09-01
119277,342014,158921,CDESCTMAT,favoravel,0,2026-09-01
119278,342014,158921,CDESCTMAT,favoravel,0,2026-09-01
119279,342014,158921,CDESCTMAT,favoravel,0,2026-09-01
119280,342014,158921,CDESCTMAT,favoravel,0,2026-09-01
119281,342014,158921,CDESCTMAT,favoravel,0,2026-09-01
119282,342014,158921,CDESCTMAT,,0,2026-09-01
119283,342014,158921,CDESCTMAT,,0,2026-09-01
119284,342014,158921,CDESCTMAT,,0,2026-09-01
119285,342014,158921,CDESCTMAT,,0,2026-09-01
119286,342014,158921,CDESCTMAT,,0,2026-09-01
119287,69461,9618,CAS,favoravel,1,2023-04-26
119288,69461,9618,CAS,,0,2023-04-26
119289,69461,9618,CAS,,0,2023-04-26
119290,69461,9618,CAS,favoravel,1,2023-04-26
119291,69461,9618,CAS,,0,2023-04-26
119292,69461,9618,CAS,,0,2023-04-26
119293,69461,9618,CAS,,0,2023-04-26
119294,69461,9618,CAS,,0,2023-04-26
119295,69461,9618,CAS,,0,2023-04-26
119296,79678,9618,CCJ,favoravel,1,2023-06-21
119297,79678,9618,CCJ,favoravel,1,2023-06-21
119298,79678,9618,CCJ,favoravel,1,2023-06-21
119299,79678,9618,CCJ,favoravel,1,2023-06-21
119300,79678,9618,CCJ,favoravel,1,2023-06-21
